monthly_income_estimate,food_pct,groceries_pct,transport_pct,shopping_pct,entertainment_pct,utilities_pct,healthcare_pct,investments_pct,fuel_pct,savings_rate,spend_volatility_normalised
24270.33,0.1988,0.1605,0.0641,0.086,0.0288,0.1003,0.005,0.005,0.0249,0.3267,0.2233
20524.75,0.3749,0.1341,0.0888,0.0316,0.0342,0.1447,0.005,0.0119,0.0335,0.1412,0.2871
21447.69,0.3049,0.1255,0.0857,0.022,0.0175,0.2011,0.0773,0.005,0.0364,0.1246,0.3045
17230.49,0.2834,0.1378,0.077,0.0469,0.0272,0.2013,0.1165,0.0061,0.0407,0.063,0.1983
25917.39,0.3916,0.1188,0.0845,0.0612,0.0111,0.1566,0.0765,0.0043,0.0454,0.05,0.2425
19083.28,0.3941,0.1139,0.055,0.0645,0.0235,0.1592,0.0921,0.0073,0.0599,0.0306,0.224
19947.42,0.3468,0.0983,0.0986,0.0535,0.0188,0.1202,0.073,0.0199,0.0515,0.1194,0.2472
25663.13,0.4271,0.0988,0.047,0.0346,0.0226,0.1394,0.1149,0.0177,0.0479,0.05,0.2275
21733.9,0.4213,0.1333,0.0896,0.058,0.0275,0.1638,0.0417,0.0132,0.005,0.0466,0.1248
21642.87,0.4286,0.1232,0.0839,0.0505,0.0046,0.1072,0.0906,0.0221,0.0393,0.05,0.1962
19923.03,0.5073,0.1095,0.0366,0.0235,0.0097,0.1213,0.044,0.012,0.0532,0.0828,0.0961
22993.28,0.3615,0.0973,0.1095,0.0361,0.0084,0.1066,0.0566,0.0072,0.0227,0.1941,0.2208
15697.78,0.2183,0.1239,0.0767,0.0585,0.0224,0.124,0.0792,0.012,0.0079,0.2771,0.2976
17724.65,0.4911,0.1123,0.0237,0.005,0.0333,0.1439,0.0754,0.005,0.0466,0.0637,0.2064
20123.27,0.4114,0.0864,0.0696,0.0316,0.0291,0.1372,0.1192,0.0047,0.0609,0.05,0.2711
28456.96,0.2527,0.1126,0.0663,0.0361,0.032,0.0952,0.1123,0.0188,0.0511,0.2228,0.2568
25232.75,0.3754,0.1188,0.0526,0.028,0.0177,0.1595,0.1111,0.0143,0.0702,0.0523,0.1505
19948.95,0.3009,0.1098,0.109,0.0346,0.0362,0.1163,0.0409,0.0299,0.055,0.1672,0.267
25060.32,0.4013,0.1091,0.0887,0.0795,0.0122,0.0898,0.0805,0.018,0.0708,0.05,0.2614
19892.25,0.3064,0.1241,0.0859,0.0277,0.0226,0.1324,0.128,0.0125,0.0389,0.1215,0.1422
26008.9,0.4059,0.1402,0.0667,0.0614,0.0132,0.1323,0.1311,0.0069,0.0203,0.022,0.284
17495.44,0.3144,0.0946,0.0452,0.0245,0.0214,0.1842,0.1088,0.005,0.0348,0.1671,0.1993
17582.83,0.3658,0.1051,0.1053,0.0348,0.0122,0.1458,0.1119,0.005,0.0302,0.0841,0.206
29091.5,0.4045,0.1106,0.0728,0.0311,0.0149,0.1858,0.0694,0.0043,0.0566,0.05,0.2545
25275.68,0.2786,0.1331,0.0728,0.0455,0.0316,0.1464,0.0543,0.0092,0.028,0.2007,0.2241
29614.08,0.3365,0.1245,0.0781,0.0061,0.0247,0.1741,0.0433,0.0199,0.0489,0.1439,0.1816
24542.05,0.3139,0.1072,0.0755,0.0933,0.0184,0.1809,0.0723,0.0276,0.0221,0.0887,0.1366
27886.17,0.232,0.1151,0.0629,0.0289,0.0129,0.1648,0.1009,0.0176,0.0228,0.2422,0.1551
23970.28,0.4364,0.1408,0.0344,0.0259,0.015,0.1505,0.005,0.005,0.0844,0.1028,0.2718
22022.76,0.3649,0.129,0.0952,0.0592,0.0234,0.1385,0.0937,0.0062,0.04,0.05,0.1847
17169.43,0.2523,0.1204,0.0513,0.0361,0.0085,0.1898,0.0576,0.005,0.0487,0.2303,0.2802
25652.57,0.3416,0.1091,0.0756,0.0671,0.0179,0.1625,0.1041,0.0136,0.0585,0.05,0.1826
22867.78,0.2905,0.1355,0.0599,0.0771,0.0305,0.1467,0.005,0.0053,0.0452,0.2042,0.2223
23841.65,0.4446,0.0737,0.0904,0.0403,0.0118,0.1497,0.0926,0.0114,0.073,0.0125,0.2717
18304.82,0.4714,0.0711,0.0513,0.0672,0.0102,0.1067,0.101,0.0321,0.0323,0.0568,0.3061
17307.94,0.2922,0.1332,0.067,0.0229,0.022,0.0927,0.0612,0.005,0.0302,0.2736,0.231
28066.98,0.3054,0.1008,0.072,0.05,0.0247,0.2121,0.0265,0.0222,0.0333,0.153,0.1622
27156.15,0.2744,0.125,0.0533,0.0512,0.005,0.1302,0.1189,0.005,0.0432,0.1938,0.2717
23492.87,0.4031,0.076,0.0424,0.0827,0.0066,0.1915,0.0798,0.0084,0.0606,0.0489,0.1762
21806.23,0.4488,0.1055,0.0852,0.0678,0.0117,0.1289,0.0243,0.0216,0.0562,0.05,0.2568
23223.24,0.2807,0.1225,0.1031,0.0482,0.0344,0.0823,0.1071,0.005,0.0123,0.2044,0.1874
20143.54,0.3333,0.104,0.0919,0.0442,0.0133,0.1485,0.0951,0.005,0.0809,0.0837,0.2335
15664.98,0.331,0.0752,0.1045,0.0508,0.0168,0.1208,0.0203,0.016,0.0575,0.207,0.2632
29447.37,0.5435,0.1191,0.1049,0.0218,0.005,0.1153,0.005,0.0311,0.0443,0.0099,0.1645
25225.22,0.283,0.1294,0.0605,0.0602,0.0273,0.1398,0.0834,0.0223,0.0161,0.1781,0.2214
19945.42,0.3834,0.0998,0.0899,0.0878,0.0159,0.125,0.054,0.005,0.0634,0.0757,0.1569
16706.15,0.3915,0.1396,0.0918,0.0661,0.0159,0.1246,0.1173,0.0063,0.0268,0.0201,0.1425
26904.97,0.3723,0.1247,0.0586,0.0103,0.0228,0.179,0.0924,0.005,0.0619,0.0731,0.1333
27510.1,0.4148,0.1218,0.0893,0.0403,0.0187,0.111,0.1256,0.0349,0.0356,0.0081,0.2644
18299.7,0.4772,0.1616,0.0676,0.0442,0.0175,0.0655,0.0615,0.0153,0.0575,0.0322,0.2794
19420.35,0.4252,0.119,0.0868,0.0451,0.0159,0.1211,0.0661,0.0198,0.0511,0.05,0.196
22353.02,0.3538,0.0706,0.0886,0.0333,0.0254,0.1259,0.0213,0.0226,0.0497,0.2088,0.2579
23981.61,0.3392,0.1382,0.0589,0.0663,0.0191,0.1524,0.1604,0.0126,0.0396,0.0133,0.2339
27777.54,0.3525,0.0748,0.1003,0.0337,0.0123,0.1688,0.0923,0.0122,0.0261,0.1269,0.2461
22015.98,0.4082,0.0582,0.1005,0.0755,0.0303,0.1844,0.005,0.0071,0.0162,0.1147,0.1697
26149.73,0.4298,0.1079,0.1042,0.0402,0.0306,0.119,0.0651,0.005,0.0392,0.059,0.2504
27372.54,0.3478,0.1619,0.072,0.0467,0.0216,0.1343,0.1099,0.0186,0.0372,0.05,0.2673
28335.54,0.2109,0.1092,0.076,0.0508,0.0251,0.1723,0.005,0.005,0.0415,0.3041,0.1824
19423.89,0.3789,0.1054,0.0664,0.0181,0.0159,0.1292,0.0946,0.005,0.0554,0.1311,0.1998
26815.63,0.2308,0.1548,0.0965,0.059,0.0245,0.1645,0.1243,0.0256,0.062,0.0581,0.1695
18101.95,0.3606,0.1237,0.0699,0.0507,0.0096,0.1702,0.0812,0.0125,0.0715,0.05,0.1366
26658.43,0.3661,0.0913,0.0934,0.0509,0.005,0.1599,0.1213,0.005,0.0547,0.0524,0.1858
29787.23,0.3857,0.1551,0.0797,0.0427,0.0168,0.1265,0.0616,0.0056,0.0313,0.095,0.117
28479.18,0.3715,0.1429,0.0835,0.0579,0.018,0.1428,0.0714,0.0171,0.045,0.05,0.1984
23122.09,0.3954,0.1161,0.1192,0.0591,0.0206,0.1755,0.0836,0.0102,0.005,0.0154,0.1651
26741.02,0.2948,0.0661,0.0914,0.0618,0.0272,0.1014,0.04,0.005,0.0373,0.275,0.1676
15345.95,0.4552,0.0896,0.115,0.0405,0.0109,0.113,0.1082,0.0232,0.0416,0.0028,0.2226
16396.44,0.3213,0.0632,0.1428,0.0252,0.03,0.1455,0.1115,0.0286,0.0388,0.0931,0.1593
20343.4,0.3927,0.1128,0.0693,0.0426,0.0196,0.1413,0.1145,0.0238,0.0335,0.05,0.1218
23455.53,0.3432,0.1783,0.1021,0.05,0.0125,0.1346,0.0782,0.0093,0.0344,0.0575,0.2268
18757.52,0.4538,0.0962,0.0703,0.0853,0.02,0.1498,0.0165,0.0182,0.0209,0.069,0.2627
26414.6,0.3902,0.1283,0.0789,0.0556,0.0263,0.1349,0.0445,0.0087,0.0457,0.0868,0.2177
15852.59,0.3988,0.1692,0.0898,0.0673,0.0184,0.15,0.0263,0.0189,0.0315,0.0297,0.292
27763.96,0.2732,0.131,0.0579,0.0436,0.0057,0.1661,0.0222,0.0382,0.0069,0.2552,0.2206
25277.42,0.2737,0.1612,0.0864,0.0692,0.0186,0.1754,0.0298,0.0112,0.0698,0.1047,0.1502
24781.66,0.2793,0.1154,0.0771,0.0689,0.0125,0.149,0.0726,0.005,0.0647,0.1554,0.1922
20798.37,0.3589,0.1146,0.114,0.0581,0.0242,0.1376,0.0377,0.005,0.024,0.126,0.3068
16161.33,0.2708,0.1137,0.0937,0.0272,0.025,0.154,0.1225,0.005,0.0419,0.1463,0.2644
28904.11,0.2512,0.0842,0.1119,0.0524,0.01,0.127,0.1006,0.005,0.074,0.1839,0.4294
17055.17,0.3176,0.0806,0.0461,0.0499,0.015,0.1246,0.0778,0.012,0.0608,0.2156,0.2436
28474.04,0.3009,0.1179,0.0727,0.0366,0.005,0.112,0.005,0.005,0.0509,0.294,0.2308
16617.97,0.4344,0.1103,0.0832,0.0574,0.0243,0.1233,0.0713,0.0162,0.0297,0.05,0.1912
23657.02,0.4179,0.0829,0.0625,0.0544,0.0233,0.1573,0.0939,0.005,0.0295,0.0734,0.097
19305.0,0.3321,0.1179,0.0807,0.0503,0.005,0.1541,0.005,0.0173,0.0289,0.2087,0.0906
19139.75,0.3683,0.0812,0.0755,0.0531,0.0233,0.1566,0.098,0.0096,0.0197,0.1146,0.1723
24570.72,0.4414,0.073,0.0928,0.0823,0.0169,0.0986,0.0887,0.007,0.0493,0.05,0.2002
17594.54,0.3535,0.1444,0.0681,0.0291,0.0168,0.1599,0.0337,0.0074,0.0534,0.1338,0.1449
21830.52,0.2676,0.1244,0.0919,0.0452,0.0245,0.1689,0.0677,0.0127,0.0348,0.1624,0.1263
17767.32,0.3815,0.0515,0.0816,0.0533,0.0248,0.145,0.1208,0.0073,0.0526,0.0815,0.2537
23606.16,0.3961,0.0897,0.0455,0.0304,0.0073,0.1593,0.0489,0.0116,0.0702,0.1409,0.1955
29297.74,0.3467,0.1277,0.0951,0.0168,0.0331,0.189,0.0719,0.005,0.0316,0.0832,0.1906
29879.35,0.2828,0.1047,0.0073,0.0347,0.0088,0.2128,0.092,0.005,0.0543,0.1976,0.1065
25897.06,0.5155,0.0566,0.0765,0.0388,0.0295,0.1495,0.0646,0.0133,0.0056,0.05,0.1678
21948.66,0.3187,0.091,0.0744,0.0639,0.0226,0.1422,0.1179,0.01,0.0188,0.1405,0.0891
28820.51,0.3035,0.1223,0.0483,0.0587,0.0339,0.0976,0.0737,0.0189,0.0527,0.1904,0.2962
18557.92,0.3317,0.1206,0.0784,0.0423,0.0256,0.1427,0.1554,0.0046,0.0487,0.05,0.2764
29957.24,0.4204,0.093,0.0425,0.057,0.0051,0.1655,0.1179,0.0124,0.0175,0.0687,0.1275
29594.02,0.3934,0.1192,0.0732,0.0439,0.018,0.1478,0.0712,0.006,0.0571,0.0703,0.2316
25325.3,0.3221,0.1236,0.0924,0.0449,0.0289,0.1895,0.1087,0.0142,0.0256,0.05,0.2538
24752.45,0.3794,0.0803,0.0765,0.0567,0.0248,0.1282,0.0843,0.0129,0.0279,0.1291,0.2043
15872.3,0.3864,0.1408,0.0594,0.0476,0.0191,0.1883,0.088,0.0096,0.0234,0.0373,0.2913
25832.21,0.3412,0.1594,0.0804,0.029,0.0165,0.1755,0.1002,0.0094,0.0383,0.05,0.275
28029.41,0.3385,0.1501,0.0269,0.0476,0.0162,0.1572,0.1078,0.0129,0.067,0.0758,0.2471
26535.92,0.2496,0.076,0.08,0.0613,0.0127,0.2038,0.138,0.0189,0.031,0.1289,0.1739
22613.07,0.4157,0.0631,0.0803,0.0059,0.005,0.1298,0.0932,0.005,0.0504,0.1516,0.2333
23080.05,0.1025,0.1066,0.0795,0.0275,0.0138,0.1441,0.1283,0.005,0.0702,0.3225,0.2052
21650.93,0.353,0.1506,0.0565,0.0352,0.0274,0.1585,0.0419,0.0088,0.0123,0.1559,0.2259
18991.32,0.4713,0.0772,0.0386,0.0577,0.0164,0.1154,0.0084,0.0078,0.0631,0.1441,0.1785
25744.41,0.4339,0.1299,0.0922,0.0179,0.0115,0.1397,0.0069,0.008,0.0143,0.1456,0.1522
16120.19,0.4076,0.1078,0.0635,0.0313,0.005,0.1395,0.0392,0.0107,0.0286,0.1668,0.278
21052.31,0.3843,0.1115,0.0768,0.0593,0.0398,0.1742,0.0301,0.005,0.0087,0.1101,0.1445
15014.98,0.3637,0.124,0.0461,0.073,0.0267,0.1608,0.1163,0.005,0.0463,0.0382,0.2601
21202.37,0.4144,0.0877,0.0843,0.0416,0.0311,0.1758,0.0787,0.0114,0.0249,0.05,0.151
28118.69,0.3514,0.1005,0.113,0.0357,0.0213,0.1464,0.0331,0.0175,0.0133,0.1677,0.3309
28283.99,0.3596,0.1493,0.0865,0.0448,0.0191,0.1342,0.1348,0.0076,0.0141,0.05,0.1399
16779.84,0.3248,0.1094,0.0944,0.0336,0.0217,0.1405,0.1258,0.005,0.0484,0.0964,0.219
27693.12,0.4707,0.1126,0.0854,0.038,0.0274,0.1098,0.0614,0.005,0.0732,0.0165,0.2161
22729.43,0.3676,0.1084,0.1108,0.0594,0.0171,0.1631,0.0443,0.005,0.0587,0.0656,0.2857
18067.23,0.3557,0.0994,0.0956,0.031,0.0142,0.1416,0.131,0.0113,0.0672,0.053,0.1772
17591.33,0.2261,0.1433,0.0918,0.0807,0.0287,0.1676,0.0755,0.005,0.0282,0.1531,0.1672
17759.22,0.4459,0.1536,0.0601,0.0543,0.0072,0.2039,0.005,0.0137,0.0348,0.0216,0.1589
18408.31,0.3842,0.1116,0.0491,0.0522,0.009,0.2362,0.0806,0.0126,0.0367,0.0276,0.1067
25367.66,0.3674,0.0719,0.0695,0.0494,0.0339,0.2066,0.0885,0.005,0.0317,0.076,0.3565
16873.25,0.3503,0.1056,0.0826,0.0788,0.0157,0.1643,0.1036,0.0047,0.0444,0.05,0.333
15278.71,0.4055,0.0772,0.0177,0.0438,0.0139,0.1565,0.1166,0.0083,0.072,0.0885,0.1801
18055.84,0.4237,0.1403,0.0851,0.0822,0.0288,0.0977,0.0517,0.0046,0.0359,0.05,0.2418
20876.03,0.2859,0.118,0.0413,0.0291,0.0219,0.168,0.0663,0.005,0.039,0.2255,0.112
21549.47,0.4235,0.0882,0.0943,0.047,0.005,0.1847,0.005,0.0088,0.0399,0.1036,0.071
22927.73,0.4387,0.1502,0.0547,0.0056,0.0298,0.0962,0.0957,0.0088,0.0523,0.068,0.2382
25637.05,0.3562,0.1281,0.0822,0.0555,0.0211,0.1317,0.0681,0.005,0.0131,0.1389,0.285
25721.54,0.27,0.0839,0.0534,0.0429,0.0288,0.1013,0.0793,0.0069,0.005,0.3286,0.2466
22777.77,0.4042,0.0695,0.0787,0.0733,0.0117,0.1179,0.1448,0.0081,0.0418,0.05,0.2718
16735.7,0.2741,0.2333,0.083,0.065,0.0239,0.1316,0.0942,0.0068,0.0488,0.0393,0.2107
16076.22,0.4822,0.0954,0.0839,0.0442,0.0158,0.1115,0.0572,0.0302,0.0296,0.05,0.2552
23116.06,0.4355,0.0986,0.0761,0.0781,0.0263,0.1679,0.0697,0.0085,0.005,0.0342,0.2798
25086.52,0.2815,0.085,0.084,0.0656,0.0247,0.1644,0.0482,0.0104,0.022,0.2144,0.1911
22663.29,0.2623,0.1092,0.1093,0.0654,0.0113,0.161,0.0873,0.005,0.005,0.1844,0.2339
26940.56,0.3673,0.1235,0.0949,0.0079,0.0319,0.177,0.0978,0.0253,0.0304,0.044,0.2342
20334.73,0.221,0.1067,0.0753,0.005,0.0278,0.1436,0.0655,0.019,0.0474,0.2889,0.1498
22945.87,0.4401,0.1273,0.0676,0.0397,0.0278,0.1588,0.0831,0.005,0.0351,0.0155,0.2534
18257.16,0.2035,0.0991,0.0942,0.0797,0.023,0.1619,0.0764,0.005,0.026,0.2312,0.2061
27637.0,0.2589,0.1004,0.0555,0.0609,0.0214,0.1093,0.1336,0.005,0.0582,0.1969,0.1705
18581.63,0.4153,0.1396,0.0966,0.0724,0.0236,0.1208,0.0497,0.0106,0.035,0.0365,0.2961
23049.31,0.2877,0.1047,0.0231,0.0506,0.0357,0.1081,0.095,0.0255,0.0487,0.2209,0.2388
21214.51,0.511,0.1109,0.0784,0.0362,0.0237,0.1028,0.0669,0.0043,0.0158,0.05,0.2908
27227.17,0.4361,0.1244,0.0902,0.0328,0.0192,0.161,0.0651,0.0199,0.0312,0.0202,0.2736
20093.55,0.3363,0.1475,0.0667,0.0621,0.0171,0.172,0.074,0.0118,0.0588,0.0538,0.219
28155.58,0.3429,0.1139,0.0548,0.0617,0.0331,0.1435,0.0378,0.005,0.0742,0.133,0.2123
29418.12,0.3782,0.1007,0.0709,0.0242,0.0227,0.1068,0.0248,0.0145,0.0416,0.2157,0.2422
18625.71,0.2536,0.0854,0.1039,0.0625,0.017,0.1141,0.005,0.0078,0.0337,0.3171,0.2339
25863.42,0.2956,0.1145,0.0865,0.045,0.0283,0.1885,0.0851,0.02,0.0339,0.1026,0.2112
27871.17,0.2707,0.1018,0.0977,0.0849,0.0147,0.151,0.005,0.006,0.0451,0.223,0.2575
21569.79,0.4753,0.134,0.0458,0.0862,0.005,0.1318,0.0263,0.028,0.0379,0.0296,0.1481
25363.77,0.3474,0.163,0.074,0.0774,0.0207,0.1146,0.0533,0.0293,0.0548,0.0655,0.1813
16263.2,0.2331,0.1237,0.0801,0.0499,0.0286,0.1272,0.1451,0.0193,0.0752,0.1176,0.1474
23654.18,0.4966,0.0756,0.0578,0.0565,0.0143,0.1199,0.0322,0.0307,0.0781,0.0382,0.2196
23503.95,0.2106,0.1472,0.0638,0.03,0.0412,0.1478,0.125,0.0211,0.0516,0.1618,0.1641
16059.88,0.4266,0.0833,0.0744,0.068,0.0128,0.1464,0.0494,0.005,0.0258,0.1083,0.2855
27070.44,0.3477,0.0808,0.1014,0.0534,0.0196,0.1898,0.0986,0.005,0.0129,0.0907,0.265
17853.6,0.4967,0.0897,0.0596,0.0496,0.029,0.1114,0.0867,0.0157,0.0116,0.05,0.1716
21814.02,0.3344,0.161,0.0731,0.0552,0.02,0.1186,0.0951,0.0148,0.0262,0.1016,0.184
18343.78,0.3606,0.1035,0.1076,0.0401,0.0104,0.1856,0.1173,0.0108,0.037,0.0271,0.1835
22312.74,0.3996,0.0931,0.0935,0.0351,0.0283,0.1886,0.0442,0.005,0.0625,0.05,0.1785
21591.63,0.3939,0.1082,0.1032,0.0872,0.0226,0.1634,0.0327,0.0102,0.0229,0.0558,0.2908
27408.07,0.2889,0.1482,0.0591,0.0769,0.0216,0.1201,0.0903,0.005,0.0537,0.1362,0.1844
20804.42,0.3013,0.1449,0.0659,0.0271,0.0217,0.1703,0.1442,0.0355,0.0391,0.05,0.2237
22833.91,0.3685,0.0923,0.0696,0.0162,0.0235,0.0861,0.0325,0.0221,0.0212,0.268,0.1658
20038.47,0.372,0.1145,0.0551,0.0428,0.0171,0.1691,0.0886,0.0147,0.0638,0.0623,0.203
26565.11,0.3564,0.1608,0.0748,0.034,0.0315,0.1685,0.0894,0.0113,0.0595,0.0138,0.1419
15601.93,0.4293,0.1302,0.0503,0.0481,0.0078,0.121,0.1095,0.0046,0.0493,0.05,0.2797
16928.52,0.3528,0.1247,0.0319,0.0578,0.0135,0.1505,0.06,0.0063,0.0507,0.1519,0.3067
24135.99,0.4006,0.0846,0.0666,0.0724,0.0247,0.1877,0.0475,0.0105,0.0259,0.0794,0.2143
28100.12,0.1923,0.1553,0.044,0.033,0.0268,0.1575,0.018,0.0116,0.0375,0.3239,0.2887
27397.49,0.2262,0.1056,0.0876,0.0648,0.018,0.134,0.0708,0.005,0.034,0.254,0.3049
21478.88,0.4224,0.1336,0.0582,0.0616,0.0076,0.1424,0.0657,0.0041,0.0542,0.05,0.1304
18462.18,0.3612,0.1435,0.0934,0.0398,0.0179,0.1374,0.0672,0.005,0.0478,0.087,0.2845
26051.35,0.3881,0.1151,0.0674,0.0472,0.037,0.2004,0.1017,0.0163,0.0116,0.015,0.1944
25853.39,0.3525,0.1943,0.0551,0.0641,0.0327,0.1658,0.0571,0.0061,0.0624,0.0098,0.3533
28899.63,0.4217,0.1963,0.0597,0.0675,0.0047,0.0728,0.0788,0.0173,0.0313,0.05,0.2402
15797.24,0.3011,0.0956,0.099,0.0284,0.0282,0.1136,0.0971,0.0102,0.0667,0.1602,0.2885
24375.34,0.2684,0.1306,0.0357,0.005,0.0166,0.1755,0.1139,0.005,0.0332,0.2161,0.1876
28369.39,0.2603,0.1184,0.062,0.0446,0.0377,0.1419,0.1237,0.0243,0.0284,0.1587,0.1533
27678.63,0.4502,0.1182,0.0575,0.0639,0.0356,0.1119,0.1014,0.0167,0.038,0.0067,0.2489
15379.37,0.2248,0.143,0.0704,0.0352,0.0369,0.0665,0.069,0.005,0.018,0.3312,0.2505
18092.08,0.2924,0.1032,0.1029,0.0338,0.005,0.1989,0.005,0.0097,0.0302,0.2189,0.2415
26483.82,0.3349,0.1248,0.0799,0.0198,0.0064,0.1721,0.0895,0.0063,0.0766,0.0897,0.1689
16063.7,0.3819,0.1486,0.0759,0.059,0.0198,0.1308,0.091,0.0169,0.026,0.05,0.2186
23429.31,0.4124,0.0944,0.1009,0.0481,0.0293,0.1103,0.1133,0.0258,0.0155,0.05,0.2965
20429.31,0.3927,0.0802,0.0822,0.0536,0.0175,0.1371,0.1093,0.0272,0.0503,0.05,0.2533
18370.97,0.2585,0.0996,0.1,0.0202,0.0205,0.1463,0.0217,0.0214,0.0626,0.2493,0.2267
22357.9,0.3036,0.1276,0.0728,0.0499,0.0207,0.1136,0.0913,0.0097,0.022,0.1887,0.3153
25525.12,0.387,0.1514,0.0802,0.0652,0.0105,0.0815,0.0799,0.0075,0.0169,0.1199,0.0658
22478.97,0.3477,0.1388,0.0584,0.0558,0.0093,0.185,0.0987,0.012,0.0443,0.05,0.2151
20267.07,0.2539,0.0799,0.0889,0.0428,0.0352,0.1378,0.0634,0.0226,0.0153,0.2602,0.188
25804.8,0.3236,0.1285,0.0469,0.0351,0.0052,0.1474,0.091,0.012,0.0842,0.1261,0.1772
20651.52,0.3362,0.098,0.048,0.0534,0.011,0.1712,0.0632,0.0068,0.0303,0.182,0.214
42264.72,0.1675,0.046,0.048,0.2292,0.0685,0.1101,0.0879,0.0594,0.0203,0.1631,0.1616
72630.23,0.143,0.165,0.1279,0.1058,0.0431,0.0626,0.0511,0.1109,0.0766,0.114,0.1324
64059.0,0.2902,0.0452,0.1035,0.0361,0.0315,0.1275,0.0374,0.0815,0.0503,0.1967,0.1522
48221.3,0.1911,0.1618,0.0866,0.1304,0.05,0.129,0.0258,0.0941,0.0601,0.0711,0.1657
51234.36,0.0818,0.1018,0.0283,0.087,0.0784,0.151,0.0625,0.1013,0.0625,0.2456,0.1558
74217.45,0.1425,0.1027,0.0781,0.1374,0.0703,0.0274,0.0543,0.0452,0.035,0.3072,0.1409
55956.89,0.0926,0.1579,0.0981,0.1519,0.0594,0.074,0.0284,0.1239,0.0649,0.1488,0.1065
35200.33,0.1558,0.0563,0.1092,0.0731,0.0344,0.1045,0.0655,0.0961,0.0904,0.2148,0.1404
39845.13,0.2092,0.1433,0.121,0.0531,0.0558,0.0644,0.0841,0.1594,0.0597,0.05,0.0688
38023.2,0.2154,0.1413,0.1406,0.0296,0.0584,0.0971,0.113,0.0481,0.0219,0.1346,0.1319
51052.46,0.3429,0.1268,0.1196,0.1008,0.0307,0.0518,0.0577,0.1067,0.0259,0.0371,0.1011
45480.62,0.2287,0.1643,0.0831,0.1072,0.0634,0.1189,0.005,0.0221,0.0559,0.1515,0.1686
53194.01,0.2615,0.1173,0.0664,0.037,0.0926,0.1286,0.005,0.0859,0.0453,0.1606,0.1443
56812.57,0.1887,0.1325,0.1305,0.1644,0.0452,0.056,0.0503,0.1172,0.0699,0.0454,0.1782
37917.37,0.1909,0.1275,0.1213,0.0876,0.0757,0.0826,0.0434,0.0806,0.0631,0.1272,0.0937
62005.83,0.2375,0.1549,0.0711,0.0968,0.0723,0.095,0.1228,0.1185,0.0304,0.0005,0.1524
72399.03,0.1377,0.1433,0.1164,0.1369,0.067,0.0931,0.0432,0.0231,0.0963,0.1429,0.1857
62277.73,0.1397,0.1077,0.1063,0.1288,0.0607,0.081,0.0673,0.121,0.0419,0.1454,0.1773
74685.36,0.168,0.1022,0.1107,0.1145,0.0679,0.1687,0.0455,0.0632,0.0759,0.0833,0.1406
45155.68,0.1913,0.1747,0.1024,0.0915,0.032,0.1702,0.0606,0.0223,0.0402,0.1149,0.1048
71411.82,0.1778,0.1294,0.1059,0.1221,0.0885,0.1039,0.1091,0.0772,0.059,0.0271,0.1198
36793.42,0.1676,0.1481,0.0328,0.1621,0.0545,0.0567,0.0468,0.0259,0.0361,0.2694,0.2069
67149.86,0.2555,0.0762,0.0774,0.1183,0.0542,0.1112,0.0451,0.1531,0.0708,0.0383,0.1227
66820.71,0.2887,0.068,0.1258,0.081,0.0337,0.0671,0.0757,0.0556,0.0311,0.1733,0.1416
64343.54,0.2481,0.0899,0.1073,0.1552,0.0507,0.1012,0.0319,0.0631,0.066,0.0866,0.0818
50990.12,0.2873,0.1849,0.1019,0.1353,0.0257,0.1165,0.0362,0.005,0.0442,0.063,0.0818
56933.09,0.311,0.1526,0.0595,0.112,0.0489,0.0674,0.0205,0.0763,0.0499,0.102,0.1471
49653.15,0.2284,0.1135,0.0839,0.0833,0.0292,0.0936,0.1111,0.1033,0.0571,0.0965,0.0834
71020.79,0.1979,0.0992,0.1423,0.0742,0.0362,0.1312,0.0464,0.0853,0.0677,0.1195,0.1055
53473.72,0.2077,0.0829,0.0814,0.0864,0.0665,0.1062,0.0899,0.0226,0.0311,0.2251,0.1207
53141.12,0.2302,0.1335,0.0869,0.1253,0.0493,0.1282,0.0314,0.0687,0.0869,0.0597,0.1793
37923.95,0.2048,0.1298,0.1068,0.1357,0.0772,0.0673,0.0984,0.0589,0.0683,0.0528,0.1479
60882.9,0.1354,0.1412,0.1729,0.0887,0.0566,0.141,0.0549,0.041,0.0504,0.118,0.0615
39704.84,0.2147,0.1512,0.1032,0.0987,0.0517,0.119,0.0492,0.0724,0.0263,0.1136,0.1093
36932.74,0.1392,0.087,0.1009,0.1172,0.0415,0.0626,0.0444,0.005,0.0867,0.3155,0.1507
38564.46,0.2217,0.1356,0.0867,0.0875,0.0549,0.1072,0.0518,0.1222,0.0596,0.0728,0.1394
61481.84,0.1519,0.1363,0.0977,0.1269,0.0587,0.0883,0.1002,0.1287,0.0666,0.0447,0.1118
74287.95,0.2631,0.0951,0.1133,0.0943,0.056,0.1261,0.0179,0.0482,0.0424,0.1436,0.1346
63316.41,0.2388,0.1457,0.119,0.0862,0.0497,0.0702,0.0843,0.005,0.0507,0.1504,0.1212
37352.17,0.2065,0.0879,0.0896,0.0665,0.0582,0.0935,0.0095,0.0804,0.0538,0.2541,0.1035
71939.33,0.184,0.1486,0.0839,0.2286,0.0598,0.1078,0.0461,0.0343,0.095,0.0119,0.1817
31173.75,0.3088,0.143,0.0756,0.0553,0.0666,0.0756,0.0731,0.0867,0.0653,0.05,0.1297
