user_idx,category,estimated_monthly_saving,spend_vs_benchmark_ratio,category_acceptance_rate,user_has_reduced_before,goal_months_remaining,gap_to_goal,category_priority_rank,category_type,relevance
1608,investments,273.29,1.2621,0.2,0,3,5629.17,3,0.3,0
1608,fuel,831.03,1.201,0.4,0,3,5629.17,6,0.45,0
1609,food,990.79,0.9203,0.45,0,18,19649.86,1,0.5,0
1609,groceries,77.56,0.9429,0.3,0,18,19649.86,4,0.15,0
1609,transport,878.18,1.1133,0.35,1,18,19649.86,2,0.4,1
1609,shopping,1524.4,1.1786,0.6,1,18,19649.86,3,0.9,3
1609,entertainment,377.7,0.701,0.65,1,18,19649.86,9,1.0,2
1609,utilities,63.19,0.9636,0.25,1,18,19649.86,6,0.1,1
1609,healthcare,295.29,1.5693,0.15,0,18,19649.86,7,0.05,0
1609,investments,229.83,1.421,0.2,1,18,19649.86,5,0.3,1
1609,fuel,316.37,0.9848,0.4,1,18,19649.86,8,0.45,1
1610,food,1073.0,0.6309,0.45,0,6,57368.27,3,0.5,0
1610,groceries,126.77,1.0222,0.3,0,6,57368.27,4,0.15,0
1610,transport,1960.97,1.4597,0.35,0,6,57368.27,1,0.4,1
1610,shopping,3150.98,1.4701,0.6,0,6,57368.27,2,0.9,2
1610,entertainment,2163.94,1.8614,0.65,1,6,57368.27,7,1.0,3
1610,utilities,350.84,1.1829,0.25,0,6,57368.27,5,0.1,0
1610,healthcare,35.64,0.7628,0.15,0,6,57368.27,8,0.05,0
1610,investments,338.21,1.3812,0.2,1,6,57368.27,6,0.3,1
1610,fuel,222.11,0.4283,0.4,1,6,57368.27,9,0.45,1
1611,food,1314.01,0.7174,0.45,0,12,780.38,2,0.5,0
1611,groceries,523.42,1.3542,0.3,1,12,780.38,1,0.15,1
1611,transport,364.48,0.35,0.35,0,12,780.38,9,0.4,0
1611,shopping,3209.45,1.3523,0.6,1,12,780.38,4,0.9,3
1611,entertainment,1353.74,1.1347,0.65,0,12,780.38,7,1.0,1
1611,utilities,438.36,1.413,0.25,0,12,780.38,3,0.1,0
1611,healthcare,52.73,0.8869,0.15,0,12,780.38,8,0.05,0
1611,investments,316.02,1.1315,0.2,0,12,780.38,5,0.3,0
1611,fuel,927.16,1.199,0.4,1,12,780.38,6,0.45,1
1612,food,1188.1,0.7058,0.45,0,24,48818.19,1,0.5,0
1612,groceries,115.55,0.8883,0.3,0,24,48818.19,3,0.15,0
1612,transport,857.65,0.9048,0.35,0,24,48818.19,5,0.4,0
1612,shopping,1280.91,0.7114,0.6,0,24,48818.19,6,0.9,1
1612,entertainment,526.17,0.6257,0.65,1,24,48818.19,9,1.0,2
1612,utilities,429.55,1.3461,0.25,0,24,48818.19,2,0.1,0
1612,healthcare,198.5,1.177,0.15,0,24,48818.19,7,0.05,0
1612,investments,361.51,1.2811,0.2,0,24,48818.19,4,0.3,0
1612,fuel,435.75,0.8516,0.4,0,24,48818.19,8,0.45,0
1613,food,4307.63,1.9141,0.45,1,3,6205.07,1,0.5,2
1613,groceries,346.45,1.1692,0.3,1,3,6205.07,2,0.15,1
1613,transport,450.65,0.7014,0.35,0,3,6205.07,7,0.4,0
1613,shopping,1684.21,0.6705,0.6,1,3,6205.07,3,0.9,3
1613,entertainment,1444.29,1.0969,0.65,1,3,6205.07,4,1.0,2
1613,utilities,69.91,0.7897,0.25,1,3,6205.07,5,0.1,1
1613,healthcare,168.23,1.2042,0.15,0,3,6205.07,8,0.05,0
1613,investments,38.96,0.3082,0.2,0,3,6205.07,9,0.3,0
1613,fuel,508.49,0.8363,0.4,0,3,6205.07,6,0.45,0
1614,food,3975.58,1.1928,0.45,0,18,35754.14,1,0.5,1
1614,groceries,270.49,0.7298,0.3,0,18,35754.14,5,0.15,0
1614,transport,2341.52,1.4325,0.35,1,18,35754.14,2,0.4,2
1614,shopping,837.69,0.4102,0.6,1,18,35754.14,9,0.9,2
1614,entertainment,1851.4,1.404,0.65,1,18,35754.14,7,1.0,3
1614,utilities,206.06,0.7404,0.25,1,18,35754.14,6,0.1,1
1614,healthcare,145.77,0.8339,0.15,0,18,35754.14,8,0.05,0
1614,investments,1387.59,1.8758,0.2,1,18,35754.14,3,0.3,1
1614,fuel,1863.81,1.6897,0.4,0,18,35754.14,4,0.45,1
1615,food,1182.61,0.8507,0.45,0,6,35965.19,1,0.5,0
1615,groceries,105.29,1.046,0.3,1,6,35965.19,3,0.15,1
1615,transport,1370.21,1.2965,0.35,0,6,35965.19,2,0.4,0
1615,shopping,477.26,0.3427,0.6,0,6,35965.19,8,0.9,1
1615,entertainment,1620.21,1.8059,0.65,0,6,35965.19,4,1.0,2
1615,utilities,75.27,0.8476,0.25,0,6,35965.19,5,0.1,0
1615,healthcare,7.69,0.1569,0.15,0,6,35965.19,9,0.05,0
1615,investments,50.59,0.7093,0.2,0,6,35965.19,6,0.3,0
1615,fuel,360.58,0.9494,0.4,0,6,35965.19,7,0.45,0
1616,food,1243.38,0.8551,0.45,1,12,382.5,1,0.5,1
1616,groceries,225.94,1.0119,0.3,0,12,382.5,2,0.15,0
1616,transport,762.01,0.9701,0.35,0,12,382.5,4,0.4,0
1616,shopping,700.96,0.6004,0.6,1,12,382.5,7,0.9,2
1616,entertainment,1027.18,1.3465,0.65,1,12,382.5,6,1.0,2
1616,utilities,283.1,1.1013,0.25,1,12,382.5,3,0.1,1
1616,healthcare,80.41,0.8303,0.15,1,12,382.5,8,0.05,1
1616,investments,15.3,0.1146,0.2,1,12,382.5,9,0.3,1
1616,fuel,633.21,1.2749,0.4,1,12,382.5,5,0.45,1
1617,food,966.77,0.7309,0.45,0,24,37902.37,1,0.5,0
1617,groceries,92.77,1.0008,0.3,0,24,37902.37,3,0.15,0
1617,transport,670.26,0.9383,0.35,0,24,37902.37,4,0.4,0
1617,shopping,1297.94,0.9527,0.6,1,24,37902.37,5,0.9,2
1617,entertainment,847.55,1.105,0.65,0,24,37902.37,8,1.0,1
1617,utilities,307.39,1.2812,0.25,1,24,37902.37,2,0.1,1
1617,healthcare,400.07,1.5164,0.15,1,24,37902.37,7,0.05,1
1617,investments,271.87,1.123,0.2,0,24,37902.37,6,0.3,0
1617,fuel,89.69,0.2462,0.4,0,24,37902.37,9,0.45,0
1618,food,1559.04,1.4636,0.45,0,3,3021.31,1,0.5,1
1618,groceries,51.63,0.8502,0.3,0,3,3021.31,3,0.15,0
1618,transport,23.8,0.0627,0.35,0,3,3021.31,9,0.4,0
1618,shopping,449.38,0.545,0.6,1,3,3021.31,6,0.9,2
1618,entertainment,791.99,1.3282,0.65,1,3,3021.31,5,1.0,2
1618,utilities,514.46,1.6112,0.25,1,3,3021.31,2,0.1,1
1618,healthcare,69.37,1.2412,0.15,1,3,3021.31,7,0.05,1
1618,investments,50.07,0.989,0.2,0,3,3021.31,4,0.3,0
1618,fuel,183.4,0.6871,0.4,0,3,3021.31,8,0.45,0
1619,food,431.97,0.6662,0.45,1,18,12382.77,3,0.5,1
1619,groceries,170.94,1.2242,0.3,1,18,12382.77,2,0.15,1
1619,transport,266.28,0.8632,0.35,1,18,12382.77,6,0.4,1
1619,shopping,1896.68,1.9803,0.6,1,18,12382.77,1,0.9,3
1619,entertainment,394.26,0.9903,0.65,1,18,12382.77,8,1.0,2
1619,utilities,38.79,0.8494,0.25,0,18,12382.77,4,0.1,0
1619,healthcare,206.71,1.7965,0.15,1,18,12382.77,5,0.05,1
1619,investments,23.14,0.6524,0.2,1,18,12382.77,9,0.3,1
1619,fuel,336.89,1.1154,0.4,1,18,12382.77,7,0.45,1
1620,food,4154.0,1.229,0.45,0,6,61088.17,1,0.5,1
1620,groceries,1181.41,1.4113,0.3,1,6,61088.17,2,0.15,1
1620,transport,1024.84,0.7879,0.35,0,6,61088.17,5,0.4,0
1620,shopping,2943.16,1.1699,0.6,1,6,61088.17,3,0.9,3
1620,entertainment,1096.69,1.0416,0.65,0,6,61088.17,9,1.0,1
1620,utilities,277.18,0.9872,0.25,1,6,61088.17,4,0.1,1
1620,healthcare,160.17,1.0073,0.15,0,6,61088.17,8,0.05,0
1620,investments,181.94,0.7033,0.2,1,6,61088.17,7,0.3,1
1620,fuel,658.14,1.0101,0.4,0,6,61088.17,6,0.45,0
1621,food,1936.44,1.2275,0.45,1,12,475.34,1,0.5,2
1621,groceries,314.7,1.4398,0.3,0,12,475.34,2,0.15,0
1621,transport,572.66,0.9646,0.35,0,12,475.34,4,0.4,0
1621,shopping,2518.46,1.6014,0.6,0,12,475.34,3,0.9,2
1621,entertainment,751.84,1.1248,0.65,0,12,475.34,6,1.0,1
1621,utilities,51.28,0.7689,0.25,1,12,475.34,5,0.1,1
1621,healthcare,12.15,0.3157,0.15,0,12,475.34,9,0.05,0
1621,investments,26.31,0.4885,0.2,1,12,475.34,8,0.3,1
1621,fuel,277.78,0.8297,0.4,1,12,475.34,7,0.45,1
1622,food,699.1,0.9379,0.45,0,24,25527.11,1,0.5,0
1622,groceries,238.8,1.4425,0.3,0,24,25527.11,2,0.15,0
1622,transport,211.24,0.5571,0.35,0,24,25527.11,8,0.4,0
1622,shopping,1483.77,1.3344,0.6,0,24,25527.11,3,0.9,1
1622,entertainment,177.77,0.3553,0.65,1,24,25527.11,9,1.0,2
1622,utilities,32.16,0.6921,0.25,0,24,25527.11,7,0.1,0
1622,healthcare,194.01,1.5729,0.15,0,24,25527.11,6,0.05,0
1622,investments,176.2,1.4497,0.2,0,24,25527.11,4,0.3,0
1622,fuel,420.65,1.1119,0.4,1,24,25527.11,5,0.45,1
1623,food,4429.16,1.3275,0.45,0,3,7803.04,1,0.5,1
1623,groceries,414.2,1.0246,0.3,0,3,7803.04,3,0.15,0
1623,transport,883.23,0.7588,0.35,0,3,7803.04,6,0.4,0
1623,shopping,905.7,0.4488,0.6,1,3,7803.04,9,0.9,2
1623,entertainment,2145.95,1.598,0.65,1,3,7803.04,7,1.0,3
1623,utilities,762.13,1.292,0.25,0,3,7803.04,2,0.1,0
1623,healthcare,588.07,1.5858,0.15,1,3,7803.04,5,0.05,1
1623,investments,514.32,1.1411,0.2,0,3,7803.04,4,0.3,0
1623,fuel,1043.45,1.1079,0.4,1,3,7803.04,8,0.45,1
1624,food,1140.4,0.6589,0.45,1,18,25830.15,2,0.5,1
1624,groceries,103.66,0.7765,0.3,0,18,25830.15,3,0.15,0
1624,transport,1874.73,1.4044,0.35,1,18,25830.15,1,0.4,2
1624,shopping,1007.09,0.584,0.6,1,18,25830.15,9,0.9,2
1624,entertainment,1694.37,1.499,0.65,1,18,25830.15,5,1.0,3
1624,utilities,81.05,0.7729,0.25,0,18,25830.15,4,0.1,0
1624,healthcare,203.81,1.2245,0.15,0,18,25830.15,6,0.05,0
1624,investments,62.75,0.7431,0.2,0,18,25830.15,8,0.3,0
1624,fuel,512.67,1.0405,0.4,0,18,25830.15,7,0.45,0
1625,food,1590.74,1.0024,0.45,1,6,46820.89,1,0.5,2
1625,groceries,117.98,1.0119,0.3,0,6,46820.89,3,0.15,0
1625,transport,488.11,0.582,0.35,0,6,46820.89,6,0.4,0
1625,shopping,2177.16,1.1844,0.6,0,6,46820.89,4,0.9,2
1625,entertainment,1651.34,1.6594,0.65,1,6,46820.89,5,1.0,3
1625,utilities,340.77,1.2773,0.25,1,6,46820.89,2,0.1,1
1625,healthcare,172.88,1.1204,0.15,1,6,46820.89,7,0.05,1
1625,investments,48.56,0.6731,0.2,0,6,46820.89,9,0.3,0
1625,fuel,420.28,0.9696,0.4,0,6,46820.89,8,0.45,0
1626,food,951.17,0.8812,0.45,1,12,523.01,1,0.5,1
1626,groceries,38.92,0.8431,0.3,0,12,523.01,4,0.15,0
1626,transport,391.36,0.8223,0.35,0,12,523.01,7,0.4,0
1626,shopping,1936.2,1.3938,0.6,1,12,523.01,2,0.9,3
1626,entertainment,416.86,0.7505,0.65,1,12,523.01,9,1.0,2
1626,utilities,167.19,1.235,0.25,0,12,523.01,3,0.1,0
1626,healthcare,345.34,1.7482,0.15,0,12,523.01,6,0.05,0
1626,investments,150.31,1.2244,0.2,0,12,523.01,5,0.3,0
1626,fuel,244.3,0.8482,0.4,0,12,523.01,8,0.45,0
1627,food,2109.33,1.2696,0.45,0,24,35980.42,1,0.5,1
1627,groceries,83.98,0.9374,0.3,1,24,35980.42,3,0.15,1
1627,transport,1094.26,1.223,0.35,0,24,35980.42,2,0.4,0
1627,shopping,850.89,0.6882,0.6,1,24,35980.42,6,0.9,2
1627,entertainment,359.73,0.6079,0.65,0,24,35980.42,9,1.0,1
1627,utilities,63.25,0.8004,0.25,0,24,35980.42,4,0.1,0
1627,healthcare,153.32,1.2993,0.15,0,24,35980.42,7,0.05,0
1627,investments,56.79,0.9131,0.2,0,24,35980.42,5,0.3,0
1627,fuel,272.81,0.7875,0.4,1,24,35980.42,8,0.45,1
1628,food,1982.45,1.028,0.45,1,3,6604.15,1,0.5,2
1628,groceries,265.18,0.8154,0.3,0,3,6604.15,5,0.15,0
1628,transport,1748.88,1.1578,0.35,1,3,6604.15,3,0.4,2
1628,shopping,2592.39,1.1766,0.6,1,3,6604.15,4,0.9,3
1628,entertainment,1344.01,1.2436,0.65,0,3,6604.15,8,1.0,1
1628,utilities,647.12,1.3658,0.25,1,3,6604.15,2,0.1,1
1628,healthcare,80.01,0.5438,0.15,0,3,6604.15,9,0.05,0
1628,investments,224.85,1.0253,0.2,1,3,6604.15,7,0.3,1
1628,fuel,1474.88,1.5261,0.4,0,3,6604.15,6,0.45,0
1629,food,3766.61,1.3256,0.45,1,18,28888.67,1,0.5,2
1629,groceries,246.82,0.7052,0.3,0,18,28888.67,6,0.15,0
1629,transport,922.59,0.8178,0.35,0,18,28888.67,5,0.4,0
1629,shopping,1794.93,0.9093,0.6,1,18,28888.67,4,0.9,3
1629,entertainment,826.6,0.9584,0.65,1,18,28888.67,8,1.0,2
1629,utilities,524.94,1.1101,0.25,1,18,28888.67,2,0.1,1
1629,healthcare,674.74,1.5474,0.15,0,18,28888.67,7,0.05,0
1629,investments,538.86,1.2967,0.2,1,18,28888.67,3,0.3,1
1629,fuel,375.42,0.6324,0.4,1,18,28888.67,9,0.45,1
1630,food,2099.36,1.2638,0.45,1,6,37756.9,1,0.5,2
1630,groceries,67.33,0.7472,0.3,1,6,37756.9,4,0.15,1
1630,transport,996.26,1.1315,0.35,0,6,37756.9,3,0.4,0
1630,shopping,2458.72,1.5386,0.6,1,6,37756.9,2,0.9,3
1630,entertainment,938.71,1.3386,0.65,0,6,37756.9,7,1.0,1
1630,utilities,62.92,0.8722,0.25,1,6,37756.9,5,0.1,1
1630,healthcare,13.65,0.3358,0.15,0,6,37756.9,9,0.05,0
1630,investments,47.04,0.778,0.2,0,6,37756.9,8,0.3,0
1630,fuel,583.22,1.1939,0.4,1,6,37756.9,6,0.45,1
1631,food,3181.52,1.4251,0.45,0,12,693.25,1,0.5,1
1631,groceries,118.58,1.0293,0.3,0,12,693.25,2,0.15,0
1631,transport,781.21,0.8731,0.35,0,12,693.25,5,0.4,0
1631,shopping,2307.9,1.1689,0.6,0,12,693.25,3,0.9,2
1631,entertainment,472.11,0.6158,0.65,0,12,693.25,9,1.0,1
1631,utilities,73.73,0.7414,0.25,0,12,693.25,7,0.1,0
1631,healthcare,926.35,2.0201,0.15,0,12,693.25,4,0.05,0
1631,investments,32.2,0.4005,0.2,1,12,693.25,8,0.3,1
1631,fuel,958.58,1.4351,0.4,0,12,693.25,6,0.45,0
1632,food,2485.27,1.4865,0.45,0,24,42316.8,1,0.5,1
1632,groceries,85.74,0.9311,0.3,0,24,42316.8,3,0.15,0
1632,transport,528.76,0.7353,0.35,0,24,42316.8,6,0.4,0
1632,shopping,2093.46,1.3369,0.6,1,24,42316.8,2,0.9,3
1632,entertainment,298.32,0.4436,0.65,0,24,42316.8,9,1.0,1
1632,utilities,71.46,0.8987,0.25,1,24,42316.8,5,0.1,1
1632,healthcare,39.58,0.9562,0.15,0,24,42316.8,7,0.05,0
1632,investments,244.87,1.345,0.2,0,24,42316.8,4,0.3,0
1632,fuel,178.42,0.4637,0.4,1,24,42316.8,8,0.45,1
1633,food,2726.25,1.3212,0.45,0,3,7097.38,1,0.5,1
1633,groceries,413.76,1.194,0.3,0,3,7097.38,3,0.15,0
1633,transport,511.32,0.7093,0.35,0,3,7097.38,8,0.4,0
1633,shopping,1850.59,0.6375,0.6,0,3,7097.38,4,0.9,2
1633,entertainment,1197.82,0.7914,0.65,1,3,7097.38,7,1.0,2
1633,utilities,380.72,1.2091,0.25,0,3,7097.38,5,0.1,0
1633,healthcare,38.27,0.77,0.15,1,3,7097.38,9,0.05,1
1633,investments,410.45,1.1185,0.2,1,3,7097.38,2,0.3,1
1633,fuel,738.91,1.0757,0.4,1,3,7097.38,6,0.45,1
1634,food,1377.6,0.9715,0.45,1,18,23838.29,1,0.5,1
1634,groceries,66.77,0.6062,0.3,1,18,23838.29,5,0.15,1
1634,transport,1291.53,1.1677,0.35,0,18,23838.29,2,0.4,0
1634,shopping,1334.64,0.9411,0.6,0,18,23838.29,4,0.9,1
1634,entertainment,994.79,1.1802,0.65,1,18,23838.29,8,1.0,2
1634,utilities,346.84,1.2016,0.25,0,18,23838.29,3,0.1,0
1634,healthcare,43.71,0.9124,0.15,0,18,23838.29,9,0.05,0
1634,investments,66.66,0.8022,0.2,1,18,23838.29,7,0.3,1
1634,fuel,684.56,1.1602,0.4,0,18,23838.29,6,0.45,0
1635,food,1744.02,1.1184,0.45,1,6,30946.39,1,0.5,2
1635,groceries,71.26,0.9105,0.3,0,6,30946.39,3,0.15,0
1635,transport,483.11,0.8169,0.35,0,6,30946.39,5,0.4,0
1635,shopping,710.56,0.667,0.6,1,6,30946.39,6,0.9,2
1635,entertainment,238.97,0.4396,0.65,1,6,30946.39,9,1.0,2
1635,utilities,53.76,0.9204,0.25,0,6,30946.39,4,0.1,0
1635,healthcare,32.24,0.9161,0.15,1,6,30946.39,8,0.05,1
1635,investments,448.2,1.5139,0.2,0,6,30946.39,2,0.3,0
1635,fuel,273.81,0.882,0.4,0,6,30946.39,7,0.45,0
1636,food,1694.76,0.9135,0.45,1,12,607.74,1,0.5,2
1636,groceries,143.97,1.0816,0.3,0,12,607.74,3,0.15,0
1636,transport,1755.27,1.3064,0.35,0,12,607.74,2,0.4,1
1636,shopping,1160.65,0.6593,0.6,1,12,607.74,5,0.9,2
1636,entertainment,807.83,0.9426,0.65,0,12,607.74,6,1.0,1
1636,utilities,89.0,0.8053,0.25,0,12,607.74,4,0.1,0
1636,healthcare,38.52,0.6916,0.15,0,12,607.74,8,0.05,0
1636,investments,38.39,0.4729,0.2,1,12,607.74,7,0.3,1
1636,fuel,267.77,0.5278,0.4,1,12,607.74,9,0.45,1
1637,food,624.66,0.7473,0.45,0,24,23665.98,2,0.5,0
1637,groceries,248.36,1.4017,0.3,0,24,23665.98,1,0.15,0
1637,transport,381.14,0.8948,0.35,1,24,23665.98,4,0.4,1
1637,shopping,763.09,0.9865,0.6,0,24,23665.98,3,0.9,1
1637,entertainment,323.84,0.8515,0.65,1,24,23665.98,9,1.0,2
1637,utilities,39.49,0.7748,0.25,0,24,23665.98,7,0.1,0
1637,healthcare,203.59,1.5529,0.15,0,24,23665.98,6,0.05,0
1637,investments,42.44,1.0579,0.2,0,24,23665.98,5,0.3,0
1637,fuel,194.6,0.7892,0.4,0,24,23665.98,8,0.45,0
1638,food,989.6,1.0628,0.45,0,3,3620.39,1,0.5,0
1638,groceries,61.85,0.9437,0.3,0,3,3620.39,3,0.15,0
1638,transport,934.85,1.369,0.35,0,3,3620.39,2,0.4,0
1638,shopping,1269.58,1.139,0.6,0,3,3620.39,4,0.9,1
1638,entertainment,656.42,1.2653,0.65,1,3,3620.39,8,1.0,2
1638,utilities,57.8,1.0138,0.25,0,3,3620.39,5,0.1,0
1638,healthcare,128.93,1.3832,0.15,0,3,3620.39,6,0.05,0
1638,investments,26.37,0.5899,0.2,0,3,3620.39,9,0.3,0
1638,fuel,290.63,1.0793,0.4,1,3,3620.39,7,0.45,1
1639,food,2581.2,1.4435,0.45,1,18,22771.09,1,0.5,2
1639,groceries,62.89,0.6647,0.3,0,18,22771.09,5,0.15,0
1639,transport,1073.93,1.1543,0.35,0,18,22771.09,3,0.4,0
1639,shopping,1076.64,0.7116,0.6,0,18,22771.09,6,0.9,1
1639,entertainment,1460.29,1.3961,0.65,0,18,22771.09,4,1.0,1
1639,utilities,22.48,0.2629,0.25,1,18,22771.09,8,0.1,1
1639,healthcare,9.88,0.2487,0.15,0,18,22771.09,9,0.05,0
1639,investments,374.41,1.4828,0.2,1,18,22771.09,2,0.3,1
1639,fuel,406.4,0.8549,0.4,1,18,22771.09,7,0.45,1
1640,food,1142.91,0.9362,0.45,1,6,39386.79,1,0.5,1
1640,groceries,302.71,1.1688,0.3,0,6,39386.79,2,0.15,0
1640,transport,548.16,0.7824,0.35,0,6,39386.79,7,0.4,0
1640,shopping,1147.96,0.9025,0.6,1,6,39386.79,5,0.9,2
1640,entertainment,831.78,1.1287,0.65,1,6,39386.79,8,1.0,2
1640,utilities,65.62,0.8633,0.25,0,6,39386.79,6,0.1,0
1640,healthcare,463.26,1.7828,0.15,1,6,39386.79,4,0.05,1
1640,investments,256.39,1.2232,0.2,0,6,39386.79,3,0.3,0
1640,fuel,338.96,0.9562,0.4,1,6,39386.79,9,0.45,1
1641,food,2566.98,1.3306,0.45,1,12,682.19,1,0.5,2
1641,groceries,130.96,1.0444,0.3,1,12,682.19,4,0.15,1
1641,transport,756.18,1.0351,0.35,0,12,682.19,5,0.4,0
1641,shopping,2842.16,1.4814,0.6,1,12,682.19,3,0.9,3
1641,entertainment,680.27,0.7301,0.65,1,12,682.19,8,1.0,2
1641,utilities,839.41,1.5742,0.25,0,12,682.19,2,0.1,0
1641,healthcare,4.42,0.1256,0.15,1,12,682.19,9,0.05,1
1641,investments,55.52,0.6897,0.2,0,12,682.19,7,0.3,0
1641,fuel,798.39,1.1399,0.4,1,12,682.19,6,0.45,1
1642,food,1696.58,0.9266,0.45,0,24,57700.76,1,0.5,1
1642,groceries,124.81,0.897,0.3,1,24,57700.76,3,0.15,1
1642,transport,821.79,0.7978,0.35,0,24,57700.76,6,0.4,0
1642,shopping,519.79,0.2838,0.6,1,24,57700.76,9,0.9,2
1642,entertainment,1607.18,1.495,0.65,1,24,57700.76,8,1.0,3
1642,utilities,87.75,0.9115,0.25,0,24,57700.76,4,0.1,0
1642,healthcare,520.54,1.6715,0.15,1,24,57700.76,5,0.05,1
1642,investments,1442.36,2.0712,0.2,1,24,57700.76,2,0.3,1
1642,fuel,1088.94,1.4384,0.4,0,24,57700.76,7,0.45,0
1643,food,1365.42,1.0069,0.45,0,3,4829.01,1,0.5,0
1643,groceries,115.42,1.0889,0.3,0,3,4829.01,2,0.15,0
1643,transport,655.94,0.9737,0.35,0,3,4829.01,5,0.4,0
1643,shopping,1582.14,1.0461,0.6,0,3,4829.01,3,0.9,2
1643,entertainment,330.02,0.3864,0.65,0,3,4829.01,8,1.0,1
1643,utilities,87.03,0.982,0.25,0,3,4829.01,4,0.1,0
1643,healthcare,14.44,0.3442,0.15,0,3,4829.01,9,0.05,0
1643,investments,98.15,0.9931,0.2,1,3,4829.01,6,0.3,1
1643,fuel,297.23,0.6119,0.4,0,3,4829.01,7,0.45,0
1644,food,825.24,1.0768,0.45,1,18,14235.49,1,0.5,1
1644,groceries,250.06,1.1466,0.3,1,18,14235.49,3,0.15,1
1644,transport,395.98,0.9846,0.35,0,18,14235.49,4,0.4,0
1644,shopping,1931.33,1.8764,0.6,1,18,14235.49,2,0.9,3
1644,entertainment,604.7,1.3663,0.65,1,18,14235.49,7,1.0,2
1644,utilities,40.18,0.7768,0.25,0,18,14235.49,5,0.1,0
1644,healthcare,16.17,0.604,0.15,1,18,14235.49,9,0.05,1
1644,investments,36.76,0.8697,0.2,1,18,14235.49,6,0.3,1
1644,fuel,183.15,0.8179,0.4,0,18,14235.49,8,0.45,0
1645,food,1376.27,1.0039,0.45,0,6,34839.28,1,0.5,0
1645,groceries,207.6,0.9707,0.3,0,6,34839.28,2,0.15,0
1645,transport,725.42,1.0091,0.35,1,6,34839.28,4,0.4,1
1645,shopping,1390.59,1.0396,0.6,1,6,34839.28,5,0.9,2
1645,entertainment,629.93,1.0119,0.65,1,6,34839.28,8,1.0,2
1645,utilities,340.77,1.1141,0.25,0,6,34839.28,3,0.1,0
1645,healthcare,104.65,1.0985,0.15,1,6,34839.28,7,0.05,1
1645,investments,339.18,1.2859,0.2,0,6,34839.28,6,0.3,0
1645,fuel,98.45,0.2563,0.4,1,6,34839.28,9,0.45,1
1646,food,2596.36,1.186,0.45,1,12,547.67,1,0.5,2
1646,groceries,227.75,0.9081,0.3,0,12,547.67,4,0.15,0
1646,transport,1388.59,1.1677,0.35,0,12,547.67,3,0.4,0
1646,shopping,2433.87,1.3243,0.6,0,12,547.67,2,0.9,2
1646,entertainment,1596.09,1.6059,0.65,1,12,547.67,6,1.0,3
1646,utilities,156.36,0.8712,0.25,0,12,547.67,5,0.1,0
1646,healthcare,99.76,0.9124,0.15,1,12,547.67,8,0.05,1
1646,investments,107.69,0.813,0.2,0,12,547.67,7,0.3,0
1646,fuel,308.23,0.6745,0.4,1,12,547.67,9,0.45,1
1647,food,718.36,1.0226,0.45,0,24,24166.19,1,0.5,0
1647,groceries,63.03,1.0454,0.3,0,24,24166.19,2,0.15,0
1647,transport,301.0,0.8657,0.35,0,24,24166.19,7,0.4,0
1647,shopping,1141.74,1.1546,0.6,0,24,24166.19,3,0.9,1
1647,entertainment,607.2,1.1612,0.65,1,24,24166.19,9,1.0,2
1647,utilities,37.93,0.8236,0.25,0,24,24166.19,6,0.1,0
1647,healthcare,174.47,1.5829,0.15,0,24,24166.19,8,0.05,0
1647,investments,166.43,1.2221,0.2,0,24,24166.19,4,0.3,0
1647,fuel,452.18,1.2955,0.4,0,24,24166.19,5,0.45,0
1648,food,2449.96,1.1551,0.45,0,3,4925.51,1,0.5,1
1648,groceries,179.17,0.794,0.3,1,3,4925.51,4,0.15,1
1648,transport,694.74,0.8268,0.35,0,3,4925.51,5,0.4,0
1648,shopping,2273.5,1.4189,0.6,1,3,4925.51,2,0.9,3
1648,entertainment,897.69,1.1446,0.65,1,3,4925.51,8,1.0,2
1648,utilities,470.13,1.174,0.25,1,3,4925.51,3,0.1,1
1648,healthcare,94.12,0.9015,0.15,0,3,4925.51,9,0.05,0
1648,investments,144.36,1.0241,0.2,1,3,4925.51,6,0.3,1
1648,fuel,466.54,1.0304,0.4,1,3,4925.51,7,0.45,1
1649,food,2492.75,1.623,0.45,1,18,17185.03,1,0.5,2
1649,groceries,66.51,0.9729,0.3,1,18,17185.03,2,0.15,1
1649,transport,341.34,0.793,0.35,0,18,17185.03,6,0.4,0
1649,shopping,691.38,0.6985,0.6,1,18,17185.03,5,0.9,2
1649,entertainment,1374.22,1.7845,0.65,1,18,17185.03,4,1.0,2
1649,utilities,67.87,1.0607,0.25,1,18,17185.03,3,0.1,1
1649,healthcare,96.12,1.2111,0.15,0,18,17185.03,8,0.05,0
1649,investments,42.76,0.84,0.2,1,18,17185.03,7,0.3,1
1649,fuel,200.74,0.6451,0.4,1,18,17185.03,9,0.45,1
1650,food,2096.91,1.1285,0.45,0,6,43577.48,1,0.5,1
1650,groceries,342.73,1.2607,0.3,0,6,43577.48,2,0.15,0
1650,transport,504.25,0.6863,0.35,0,6,43577.48,6,0.4,0
1650,shopping,1890.28,1.111,0.6,1,6,43577.48,3,0.9,3
1650,entertainment,494.26,0.7564,0.65,0,6,43577.48,9,1.0,1
1650,utilities,86.7,1.0472,0.25,0,6,43577.48,4,0.1,0
1650,healthcare,38.01,0.9361,0.15,0,6,43577.48,8,0.05,0
